marca,modelo,año,kilometros,precio
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,10 km,22.350 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,12 km,22.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,12 km,22.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,10.327 km,20.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,20.853 km,21.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,100 km,22.600 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,7.000 km,21.490 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 81kW,2021,28.473 km,18.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,12 km,22.990 €
VOLKSWAGEN,Polo R-Line 1.0 TSI 70kW (95CV),2022,58.364 km,19.490 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,10.200 km,20.500 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 70kW,2021,68.430 km,17.490 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2023,72.884 km,20.750 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 70kW,2021,31.500 km,19.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,64.270 km,21.300 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2023,72.884 km,20.750 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,84.254 km,17.490 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,64.270 km,21.300 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2023,12.900 km,26.350 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,5.444 km,25.750 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2023,15.900 km,23.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,75.944 km,16.599 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2021,46.141 km,15.490 € -3%
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,18.542 km,20.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,12 km,22.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,12 km,22.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,23.860 km,19.490 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2022,32.000 km,18.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2021,55.979 km,17.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2022,42.600 km,19.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2022,49.997 km,17.890 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,11.190 km,21.500 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2022,34.569 km,19.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2023,18.542 km,20.900 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,2024,100 km,22.600 €
VOLKSWAGEN,Polo 1.0 TSI R-Line 70kW,Km0,Gasolina,24.400 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,IGIC Canarias,Gasolina,23.990 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 70kW,2021,34.688 km,21.400 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,68.227 km,18.300 € -8%
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 70kW,2021,66.352 km,16.980 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,600 km,25.300 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2022,51.684 km,21.400 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 85kW,2024,15.500 km,28.888 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2021,68.992 km,17.390 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,5.000 km,26.750 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 85kW,2024,100 km,25.600 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,3.794 km,26.800 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,6.109 km,25.750 €
VOLKSWAGEN,Polo 1.0 TSI R-Line DSG 81kW,2024,6.109 km,25.750 €
HYUNDAI,i20 1.2 MPI N Line,2024,6.568 km,19.790 €
HYUNDAI,i20 1.0 TGDI N Line 48V 100,2022,9.666 km,19.900 €
HYUNDAI,i20 1.0 TGDI N Line 48V 100,2024,2.500 km,21.900 €
HYUNDAI,i20 N LINE 30 ANIVERSARIO 1.2 MPI 85CV,2023,11.622 km,18.990 €
HYUNDAI,i20 1.2 MPI N Line,2024,1 km,24.500 €
HYUNDAI,i20 1.2 MPI N Line,2024,15 km,20.950 €
HYUNDAI,i20 1.2 MPI N Line,2024,6.568 km,19.790 €
HYUNDAI,i20 1.2 MPI N Line,2024,5.390 km,20.490 €
HYUNDAI,i20 1.0 TGDI N Line 48V 100,2021,33.000 km,20.900 €
HYUNDAI,i20 1.0 TGDI N Line 48V 100,2024,64 km,24.100 €
HYUNDAI,i20 5P TGDI 1.0 100CV 48V N LINE NO COC,2024,10 km,23.200 €
TOYOTA,Yaris GR SPORT PLUS,2024,3.029 km,29.950 €
TOYOTA,Yaris 1.5 120H GR Sport,IGIC Canarias,Híbrido,19.985 €
TOYOTA,Yaris 120H 1.5 GR Sport,2022,37.468 km,23.570 €
TOYOTA,Yaris 130H 1.5 GR Sport Plus,2024,102 km,27.975 €
TOYOTA,Yaris 120H 1.5 GR Sport,2022,16.333 km,23.800 €
TOYOTA,Yaris 120H 1.5 GR Sport Plus,2024,15.000 km,26.950 €
TOYOTA,Yaris 130H 1.5 GR Sport Plus,2024,6.216 km,24.795 €
TOYOTA,Yaris 120H 1.5 GR Sport,2022,16.333 km,23.800 €
TOYOTA,Yaris 130H 1.5 GR Sport Plus,2024,102 km,27.975 €
TOYOTA,Yaris 1.5 VVT-I HYBRID GR SPORT 130 5PT,2024,9.867 km,24.650 €
TOYOTA,Yaris 1.5 VVT-I HYBRID GR SPORT 130 5PT,2024,11.089 km,24.650 €
TOYOTA,Yaris 1.5 VVT-I HYBRID GR SPORT 130 5PT,2024,14.460 km,24.650 €
TOYOTA,Yaris 1.5 VVT-I HYBRID GR SPORT 130 5PT,2024,11.178 km,24.650 €
TOYOTA,Yaris 1.5 VVT-I HYBRID GR SPORT 130 5PT,2024,18.193 km,24.650 €
TOYOTA,"Yaris 1.5 120H GR SPORT PLUS HYBRID AUTO 116CV 5P # GARANTIA FAB 07/2025,IVA DEDUCIBLE,NAVY",2022,35.126 km,23.750 €
